公告日期,代码,公告类型,标题,来源,链接,事件类型
2026-07-16 15:20:36,000582,证券新闻,北部湾港主力资金净流出3041.5万 短期情绪转慎触发技术承压,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260716152206a4805d56&s=b,证券新闻
2026-07-16 09:30:37,000582,证券新闻,北部湾港7月15日获融资净买入1197万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026071609490397a7db25&s=b,证券新闻
2026-07-15 15:47:41,000582,证券新闻,北部湾港主力资金净流入387.1万 资金回流叠加情绪共振触发短期修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026071515591598929fb2&s=b,证券新闻
2026-07-15 09:30:41,000582,证券新闻,北部湾港7月14日被融资净卖出1304万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026071509485398921732&s=b,证券新闻
2026-07-14 17:00:00,000582,证券新闻,解码国新办发布会：25亿外贸数据里，暗藏哪些投资机遇？,经鉴,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260714180328b66008e4&s=b,证券新闻
2026-07-14 15:29:27,000582,证券新闻,北部湾港主力资金净流出365.6万 短期抛压收窄情绪趋稳,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026071415342797a4d00a&s=b,证券新闻
2026-07-14 13:48:00,000582,证券新闻,北部湾港涨2.30%，成交额2.12亿元，主力资金净流入141.44万元,新浪证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260714135234b65fa156&s=b,证券新闻
2026-07-13 21:00:22,000582,证券新闻,广西北部湾港量身定制 助西南磷化工产业大宗货物南北畅流,中国新闻网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260713210110988f8cbd&s=b,证券新闻
2026-07-13 15:37:58,000582,证券新闻,北部湾港主力资金净流出4156.9万 市场风格切换触发短期承压,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260713154519b65e1095&s=b,证券新闻
2026-07-13 09:30:42,000582,证券新闻,北部湾港7月10日被融资净卖出347万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260713094850a47aa810&s=b,证券新闻
2026-07-13 00:00:00,000582,证券新闻,交通运输行业周报：圆通发布AI应用 油运再受地缘扰动,华源证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260713191736b65e6853&s=b,证券新闻
2026-07-13 00:00:00,000582,证券新闻,航运港口：集运运价回落 油运、干散货运价走高,中信建投证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260713154118953e2c8b&s=b,证券新闻
2026-07-10 09:30:36,000582,证券新闻,北部湾港7月9日被融资净卖出626万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202607100948249539cee7&s=b,证券新闻
2026-07-09 15:36:51,000582,证券新闻,北部湾港主力资金净流出1161万 短期避险压制上行空间,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260709154715979d96f2&s=b,证券新闻
2026-07-09 11:50:04,000582,证券新闻,北部湾港：控股股东尚有7个沿海货运泊位未注入上市公司,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260709121653a47543d9&s=b,证券新闻
2026-07-09 09:30:40,000582,证券新闻,北部湾港7月8日被融资净卖出144万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260709094820979d18fb&s=b,证券新闻
2026-07-08 16:36:00,000582,证券新闻,今日突破半年线个股,证券时报网,http://finance.eastmoney.com/a/202607083798403025.html,证券新闻
2026-07-08 15:19:11,000582,证券新闻,北部湾港主力资金净流出381.8万 短期风格切换压制上行空间,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260708151951a6ca5fd2&s=b,证券新闻
2026-07-08 12:47:00,000582,证券新闻,42只股中线走稳 站上半年线,证券时报网,http://finance.eastmoney.com/a/202607083798164290.html,证券新闻
2026-07-08 09:57:37,000582,证券新闻,北部湾港涨4.38% 技术面与市场情绪共振反弹,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260708101407a4736008&s=b,证券新闻
2026-07-08 09:30:39,000582,证券新闻,北部湾港7月7日被融资净卖出499万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260708094825a6c9eba9&s=b,证券新闻
2026-07-08 07:43:55,000582,证券新闻,中信建投：下半年集运运价预计高位见顶回落，中长期中枢或仍维持相对高位,界面,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070807435598873391&s=b,证券新闻
2026-07-07 15:59:04,000582,证券新闻,北部湾港主力资金净流出2621万 短期情绪谨慎待航运修复验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260707161717988639a3&s=b,证券新闻
2026-07-07 14:45:04,000582,证券新闻,两大航运巨头重启苏伊士运河航线,第一财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260707144702979a1ef7&s=b,证券新闻
2026-07-07 09:30:35,000582,证券新闻,北部湾港7月6日被融资净卖出319万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202607070949489885ace7&s=b,证券新闻
2026-07-06 23:27:59,000582,证券新闻,广西横州多个水库发生险情，当地启动一级应急响应 多家广西上市公司最新回应来了,每日经济新闻,http://finance.eastmoney.com/a/202607063795513515.html,证券新闻
2026-07-06 22:34:00,000582,证券新闻,北部湾港集团高端船用不锈钢批量启运 赋能平陆运河船舶建造,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070622500398851419&s=b,证券新闻
2026-07-06 16:06:47,000582,证券新闻,北部湾港主力资金净流出720.9万 市场风格切换压制短期表现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070616220698848bdc&s=b,证券新闻
2026-07-06 09:30:40,000582,证券新闻,北部湾港7月3日被融资净卖出102万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070609491997980833&s=b,证券新闻
2026-07-06 00:00:00,000582,证券新闻,交通运输行业周报：民航暑运开启 海湾油运通行量提升,华源证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202607061836569533d517&s=b,证券新闻
2026-07-03 09:30:38,000582,证券新闻,北部湾港7月2日被融资净卖出516万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070309485397944a12&s=b,证券新闻
2026-07-03 00:00:00,000582,公告/事件,红利资产月报：分红兑现后股息优势放大 交运红利板块性价比凸显,华创证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070318565398810db8&s=b,公告/事件
2026-07-02 15:33:11,000582,公告/事件,北部湾港主力资金净流出1817.8万 短期风格切换压制情绪 长期看业绩与景气匹配,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260702153811a6c17297&s=b,公告/事件
2026-07-02 09:30:39,000582,证券新闻,北部湾港7月1日被融资净卖出835万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026070209491997928e06&s=b,证券新闻
2026-07-01 15:34:00,000582,证券新闻,北部湾港主力资金净流入957.7万元 风格切换驱动低位轮动 中报验证成关键,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260701153836a4690bc2&s=b,证券新闻
2026-07-01 09:30:39,000582,证券新闻,北部湾港6月30日被融资净卖出220万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260701094746952bda77&s=b,证券新闻
2026-06-30 16:45:18,000582,证券新闻,北部湾港：公司将持续聚焦主业，以规范运作为基础，不断提高公司综合竞争实力，致力于为股东创造长期投资回报,证券之星,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260701055854a6bee807&s=b,证券新闻
2026-06-30 16:31:00,000582,证券新闻,解密主力资金出逃股 连续5日净流出672股,证券时报网,http://finance.eastmoney.com/a/202606303788361746.html,证券新闻
2026-06-30 15:39:22,000582,证券新闻,北部湾港主力资金净流出556.8万元 短期情绪谨慎待区域战略兑现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260630155118a6bdeb5e&s=b,证券新闻
2026-06-30 09:30:40,000582,证券新闻,北部湾港6月29日被融资净卖出1827万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260630094844987afda0&s=b,证券新闻
2026-06-29 22:26:48,000582,证券新闻,北部湾港集团赴越南、马来西亚 推动拓展多领域合作空间,广西北部湾国际港务集团有限公司,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260629224214a6bcb6ac&s=b,证券新闻
2026-06-29 15:50:17,000582,证券新闻,北部湾港主力资金净流出4960.3万 短期避险情绪压制上行空间,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606291600199528d8c1&s=b,证券新闻
2026-06-29 09:30:37,000582,证券新闻,北部湾港6月26日被融资净卖出301万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260629094822a464f42a&s=b,证券新闻
2026-06-27 21:53:48,000582,证券新闻,3台40吨门机已就位！北海铁山港西港区两个10万吨级泊位建设提速,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260627224118a6b9e8a6&s=b,证券新闻
2026-06-26 15:18:19,000582,证券新闻,北部湾港主力资金净流出6941.3万 短期波动不改长期价值回归,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260626151848b644477d&s=b,证券新闻
2026-06-26 10:44:37,000582,证券新闻,6月25日券商研报对A股公司盈利预测一览：下调2家，上调2家,每日经济新闻,http://finance.eastmoney.com/a/202606263784419373.html,证券新闻
2026-06-26 09:30:37,000582,证券新闻,北部湾港6月25日被融资净卖出2798万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260626094818a6b7849a&s=b,证券新闻
2026-06-25 15:58:17,000582,证券新闻,北部湾港：归还5亿元闲置募集资金补流款项,公司公告,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260625161152a6b64233&s=b,证券新闻
2026-06-25 15:40:53,000582,证券新闻,北部湾港主力资金净流出1.1亿元 短期情绪扰动不改战略成长主线,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260625154953b6428570&s=b,证券新闻
2026-06-25 14:42:51,000582,证券新闻,北部湾港集团成功发行5亿元‘一带一路’短期公司债，票面利率创广西新低,睿思,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606251453109788154b&s=b,证券新闻
2026-06-25 09:30:37,000582,证券新闻,北部湾港6月24日被融资净卖出244万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260625094850a6b5b646&s=b,证券新闻
2026-06-25 00:00:00,000582,证券新闻,北部湾港：平陆运河通航 盈利有望跃升,天风证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026062514514995231eb1&s=b,证券新闻
2026-06-24 09:30:37,000582,证券新闻,北部湾港6月23日被融资净卖出1010万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606240948259785f34b&s=b,证券新闻
2026-06-23 15:25:14,000582,证券新闻,北部湾港主力资金净流入1293.3万 资金回流叠加低估值板块轮动,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606231527389784c267&s=b,证券新闻
2026-06-23 09:30:40,000582,证券新闻,北部湾港6月22日被融资净卖出473万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026062309474897844a73&s=b,证券新闻
2026-06-22 16:26:01,000582,证券新闻,今天下午下午北部湾港与最少17个国家签约,ZAKER,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260622163834a6b10901&s=b,证券新闻
2026-06-22 15:30:07,000582,证券新闻,北部湾港主力资金净流出3006.8万 短期抛压缩窄情绪趋稳,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260622153427951e22ba&s=b,证券新闻
2026-06-22 09:30:37,000582,证券新闻,北部湾港6月18日被融资净卖出307万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026062209473797829932&s=b,证券新闻
2026-06-19 22:40:00,000582,证券新闻,六个项目获奖！北部湾港集团在2026港航大模型智能体创新应用大赛斩获佳绩,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260619234315a4575fdd&s=b,证券新闻
2026-06-18 15:23:21,000582,证券新闻,北部湾港主力资金净流出8008.5万元 短期情绪扰动不改长期基建逻辑,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260618152544977e435b&s=b,证券新闻
2026-06-18 10:49:03,000582,证券新闻,北部湾港大跌5% 近半年3家券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260618104908a6abc687&s=b,证券新闻
2026-06-18 09:30:40,000582,证券新闻,北部湾港6月17日获融资净买入508万元 环比降低41.12%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260618094732a45502a4&s=b,证券新闻
2026-06-17 15:34:27,000582,证券新闻,北部湾港主力资金净流入3924.7万元 资金由出转入提振短期表现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260617153935a6aa66fc&s=b,证券新闻
2026-06-17 10:25:17,000582,证券新闻,运价翻倍、吨海里激增！惠誉：全球航运业展望上调至“中性”,中国远洋海运e刊,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260616161009977b0963&s=b,证券新闻
2026-06-17 09:30:37,000582,证券新闻,北部湾港6月16日获融资净买入863万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260617094756b63639b3&s=b,证券新闻
2026-06-16 17:31:00,000582,证券新闻,航运概念下跌1.19%，5股主力资金净流出超5000万元,证券时报网,http://finance.eastmoney.com/a/202606163773145116.html,证券新闻
2026-06-16 15:33:53,000582,证券新闻,北部湾港主力资金净流出424.4万元 短期抛压加剧震荡整固,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260616153940a6a89783&s=b,证券新闻
2026-06-16 09:30:36,000582,证券新闻,北部湾港6月15日被融资净卖出1464万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026061609472095158add&s=b,证券新闻
2026-06-15 16:46:00,000582,证券新闻,解密主力资金出逃股 连续5日净流出412股,证券时报网,http://finance.eastmoney.com/a/202606153771590818.html,证券新闻
2026-06-15 15:50:14,000582,证券新闻,北部湾港主力资金净流出283.6万 短期避险情绪升温引发波动,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260615160102951470ce&s=b,证券新闻
2026-06-15 15:15:25,000582,证券新闻,最高超百万手封单！港口航运掀涨停潮，霍尔木兹海峡传来大消息,腾讯自选股综合,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260615101000a44fa3f3&s=b,证券新闻
2026-06-15 09:32:19,000582,证券新闻,地缘拐点落地！美伊协议引爆航运，油运补库周期开启,财闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260613161336b6308f1c&s=b,证券新闻
2026-06-15 09:30:37,000582,证券新闻,北部湾港6月12日被融资净卖出936万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260615094742b6329163&s=b,证券新闻
2026-06-15 00:00:00,000582,证券新闻,交通运输行业周报：霍尔木兹机制重构在即 油运定价逻辑或迎变化,中银证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260615190431a4506870&s=b,证券新闻
2026-06-13 00:00:00,000582,证券新闻,交通运输行业：油价回落航空预期修复增强 关注油运低位布局机会,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606141441159863dfbd&s=b,证券新闻
2026-06-12 15:45:59,000582,证券新闻,北部湾港主力资金净流出123.4万 短期波动待情绪修复 长期价值获基本面支撑,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026061215551695108522&s=b,证券新闻
2026-06-12 12:00:33,000582,证券新闻,"北部湾港：截至2026年3月31日，公司股东总户数为67,489",证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260612120421b62eb6cb&s=b,证券新闻
2026-06-12 11:36:06,000582,证券新闻,北部湾港：国际航运运价波动不会直接带来明显的边际收益,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260612121150986128ab&s=b,证券新闻
2026-06-12 09:30:38,000582,证券新闻,北部湾港6月11日被融资净卖出488万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260612094720951001fc&s=b,证券新闻
2026-06-11 17:31:00,000582,证券新闻,解密主力资金出逃股 连续5日净流出661股,证券时报网,http://finance.eastmoney.com/a/202606113768404466.html,证券新闻
2026-06-11 16:05:07,000582,公告/事件,北部湾港主力资金净流出4506.2万元 短期情绪压制待政策与业绩验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260611161249a44a5904&s=b,公告/事件
2026-06-11 09:30:40,000582,证券新闻,北部湾港6月10日被融资净卖出889万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260611094818985f379a&s=b,证券新闻
2026-06-10 17:37:00,000582,证券新闻,解密主力资金出逃股 连续5日净流出684股,证券时报网,http://finance.eastmoney.com/a/202606103766792144.html,证券新闻
2026-06-10 15:51:19,000582,证券新闻,北部湾港主力资金净流出1.3亿元 短期情绪压制股价修复待基本面验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260610160106985dfc6a&s=b,证券新闻
2026-06-10 13:21:21,000582,证券新闻,北部湾港大跌5% 券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260610132127950cd332&s=b,证券新闻
2026-06-10 09:30:37,000582,证券新闻,北部湾港6月9日被融资净卖出640万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260610094729985d747b&s=b,证券新闻
2026-06-09 15:26:22,000582,公告/事件,北部湾港主力资金净流出2037.9万 短期承压震荡长期业绩筑底,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260609152937b629c17d&s=b,公告/事件
2026-06-09 09:30:39,000582,证券新闻,北部湾港6月8日被融资净卖出4272万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260609094729976fb6c2&s=b,证券新闻
2026-06-08 15:44:41,000582,证券新闻,北部湾港主力资金净流出7689.6万 短期避险抛压与长期运河红利博弈,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260608155402985a7bd4&s=b,证券新闻
2026-06-08 13:17:26,000582,证券新闻,平陆运河通航在即，西南至北部湾出海通道效率大幅提升,中国能源网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260608131937a69b81d7&s=b,证券新闻
2026-06-08 09:30:42,000582,证券新闻,北部湾港6月5日获融资净买入936万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260608094730a44487cd&s=b,证券新闻
2026-06-07 00:00:00,000582,证券新闻,航运港口行业专题研究：航运港口2026年5月专题：集装箱吞吐量维持高增 原油吞吐量降幅可控,国海证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606071851299859400f&s=b,证券新闻
2026-06-06 00:00:00,000582,证券新闻,交通运输行业定期报告：“反内卷”强化重视快递低位机会 旺季需求释放看好集运表现,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260607084042b6264c98&s=b,证券新闻
2026-06-05 17:23:30,000582,证券新闻,打通“广西房车”出海快车道,中国水运网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606051727099505d86d&s=b,证券新闻
2026-06-05 16:30:00,000582,证券新闻,海运涨价速度罕见，“一舱难求”再现,央视财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606051631539505c2f3&s=b,证券新闻
2026-06-05 15:38:56,000582,证券新闻,北部湾港主力资金净流出8333.8万 抛压收窄情绪趋稳待基本面验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606051545159505ad06&s=b,证券新闻
2026-06-05 09:30:40,000582,证券新闻,北部湾港6月4日被融资净卖出1555万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026060509472095052e72&s=b,证券新闻
2026-06-05 09:30:36,000582,证券新闻,北部湾港大跌5% 近半年3家券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260605093138a440a0f4&s=b,证券新闻
2026-06-04 21:29:00,000582,证券新闻,龙虎榜机构新动向：净买入20股 净卖出20股,证券时报网,http://finance.eastmoney.com/a/202606043760674841.html,证券新闻
2026-06-04 21:28:00,000582,证券新闻,深股通现身19只个股龙虎榜,证券时报网,http://finance.eastmoney.com/a/202606043760676797.html,证券新闻
2026-06-04 17:13:00,000582,证券新闻,6月4日龙虎榜净卖出额前10个股,南方财经网,http://finance.eastmoney.com/a/202606043760484488.html,证券新闻
2026-06-04 16:55:00,000582,证券新闻,"北部湾港跌停,机构净卖出9527.41万元,深股通净卖出8812.83万元",证券时报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606050656159504f638&s=b,证券新闻
2026-06-04 15:47:30,000582,证券新闻,北部湾港主力资金净流出2.8亿元 短期情绪转弱压制股价 长期逻辑未改,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606041555369768f916&s=b,证券新闻
2026-06-04 14:22:51,000582,公告/事件,北部湾港跌停，业绩增速放缓,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606041423129768d5a4&s=b,公告/事件
2026-06-04 11:11:09,000582,证券新闻,新船造价连涨九周，船舶板块大涨放量，布局机会来了？,ETF小管家,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260604120532a72e78ee&s=b,证券新闻
2026-06-04 10:37:36,000582,证券新闻,北部湾港大跌5% 近半年3家券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026060410374297688ccb&s=b,证券新闻
2026-06-04 09:30:41,000582,证券新闻,北部湾港6月3日获融资净买入2663万元 环比降低24.16%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260604094803b621fdeb&s=b,证券新闻
2026-06-03 19:45:51,000582,证券新闻,平陆运河今日全线通水！哪些上市公司将受益？,中国证券网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606031952199767a483&s=b,证券新闻
2026-06-03 19:44:00,000582,证券新闻,平陆运河今日全线通水！哪些上市公司将受益？,上海证券报,http://finance.eastmoney.com/a/202606033759188395.html,证券新闻
2026-06-03 16:46:00,000582,证券新闻,交通运输行业今日净流出资金16.10亿元，招商南油等5股净流出资金超亿元,证券时报网,http://finance.eastmoney.com/a/202606033759062060.html,证券新闻
2026-06-03 15:55:26,000582,证券新闻,北部湾港主力资金净流入2995万 短期波动整固待景气验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260603160633a72d2045&s=b,证券新闻
2026-06-03 13:04:00,000582,证券新闻,北部湾港涨停，战略合作落地,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260603130418a43d98b3&s=b,证券新闻
2026-06-03 11:29:00,000582,证券新闻,北部湾港涨5%创近9年新高,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260603112906a72cc359&s=b,证券新闻
2026-06-03 09:48:21,000582,证券新闻,北部湾港突破60日新高，战略合作落地,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260603094940a72c9bd2&s=b,证券新闻
2026-06-03 09:30:38,000582,证券新闻,北部湾港6月2日获融资净买入3512万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606030948199766c9ee&s=b,证券新闻
2026-06-02 19:30:00,000582,证券新闻,【港航动态快讯】江苏省港口集团与北部湾港集团签署战略合作协议,广东省港口协会,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026060303360997666699&s=b,证券新闻
2026-06-02 15:19:57,000582,公告/事件,北部湾港主力资金净流入4649.6万 港口防御属性叠加业绩支撑估值修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026060215205197658977&s=b,公告/事件
2026-06-02 13:06:24,000582,证券新闻,北部湾港创52周新高，平陆运河9月通航,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202606021307459851603b&s=b,证券新闻
2026-06-02 11:22:51,000582,证券新闻,北部湾港涨5.3% 近半年3家券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026060211225697653d7b&s=b,证券新闻
2026-06-01 15:19:03,000582,证券新闻,北部湾港主力资金净流出5631.6万元 短期情绪扰动不改长期估值修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260601151946a43a642f&s=b,证券新闻
2026-06-01 09:30:37,000582,证券新闻,北部湾港5月29日获融资净买入84万元 环比降低76.48%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260601094713a7293703&s=b,证券新闻
2026-06-01 00:17:22,000582,公告/事件,北部湾港2025年研发投入加码 智慧港口建设提速 业绩现分化格局,ITBEAR科技资讯,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260601004037b61c826f&s=b,公告/事件
2026-05-31 00:00:00,000582,证券新闻,交通运输产业行业周报：集运运价大幅上涨 平陆运河航道主体工程开挖完成,国金证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260531154158984e95f5&s=b,证券新闻
2026-05-29 15:36:08,000582,证券新闻,北部湾港主力资金净流入3775.9万元 短期情绪回暖提振股价表现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260529154123b6198ea8&s=b,证券新闻
2026-05-29 10:06:48,000582,证券新闻,北部湾港涨5% 券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260529100653a7255faf&s=b,证券新闻
2026-05-28 15:28:51,000582,证券新闻,北部湾港主力资金净流出4527.9万元 短期谨慎情绪压制上行空间,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052815324694f93a94&s=b,证券新闻
